Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,C,criterion,max_depth,max_iter,min_samples_leaf,n_estimators,penalty,solver,splitter,accuracy,test_accuracy,Model,Train Data,Best
2025-03-22 16:14:42,1.5s,96948910a8a64cf1bcec8eac50b6707a,hilarious-loon-592,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,entropy,4,,4,20,,,,0.9545454545454546,,random-forest,70-30,
2025-03-22 16:13:55,1.4s,0a2e9ca4917b4bd48aec7e9bc8b29f98,valuable-kit-201,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,gini,4,,2,30,,,,0.9545454545454546,,random-forest,70-30,
2025-03-22 16:13:26,1.4s,0b72d26de2d747e28e3df65e3090421c,hilarious-hare-464,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,gini,2,,2,10,,,,0.9545454545454546,,random-forest,70-30,
2025-03-22 16:13:16,1.4s,8eec27b8db1a4f6384afa7ab70196d13,loud-fish-404,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,log_loss,2,,4,,,,random,0.9545454545454546,,decision-tree,70-30,
2025-03-22 16:10:40,1.4s,6c8314f1993143b9b42ee741893da63a,unique-hog-788,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,0.1,,,300,,,l2,liblinear,,0.9545454545454546,,logistic-regression,70-30,
2025-03-22 16:10:38,1.4s,22f0bfd3847c42e8820080f2ef7de11d,flawless-shark-301,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,0.1,,,200,,,l2,liblinear,,0.9545454545454546,,logistic-regression,70-30,
2025-03-22 16:10:37,1.3s,5e4fdf1850a24c86ad9b5bec647776b8,charming-sponge-167,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,0.1,,,100,,,l2,liblinear,,0.9545454545454546,,logistic-regression,70-30,
2025-03-22 16:09:39,1.8s,56f6013721ad487fbdd997b7fad51c44,unruly-eel-357,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,1,,,200,,,l1,liblinear,,0.9545454545454546,,logistic-regression,70-30,
2025-03-22 16:09:36,1.8s,35ad196b55df4f9193779c028a83d0b1,legendary-quail-305,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,0.5,,,300,,,l1,liblinear,,0.9545454545454546,,logistic-regression,70-30,
2025-03-22 16:09:34,1.8s,d9321203cdb649b481d5a2be280320be,stylish-ox-385,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,0.5,,,200,,,l1,liblinear,,0.9545454545454546,,logistic-regression,70-30,
2025-03-22 16:09:32,2.1s,21fbc9db52ed48a28621fdc2551c3a48,gregarious-swan-412,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,0.5,,,100,,,l1,liblinear,,0.9545454545454546,,logistic-regression,70-30,
2025-03-22 17:47:06,1.4s,511b3f1d072f4267bd108994362fc409,rebellious-cat-32,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,log_loss,4,,4,10,,,,0.948051948051948,,random-forest,worst-data-70-30,
